plugin,baseid,name,description
Morrowind.esm,extravagant_glove_right_maur,Maurrie's Right Glove,An extravagant right glove crafted from fine dark leather with elaborate gold embroidery along the cuffs and fingers.
Morrowind.esm,BookSkill_Athletics1,The Ransom of Zarek,"A worn octavo book bound in dark leather, with a faded title stamped across the spine."
Morrowind.esm,misc_de_pot_green_01,Green Pot,"A green ceramic pot with a rounded body, narrow rim, and two small loop handles flanking the sides."
Morrowind.esm,wild flameblade,Wild Flameblade,"A single-edged short blade of pale green glass features a jagged, flame-shaped spine along the cutting edge."
Morrowind.esm,common_shirt_05,Common Shirt,"A simple, loose-fitting common shirt made from coarse woven fabric with a plain collar and unadorned cuffs."
Tribunal.esm,helm_bearclaw_unique_x,Helm of Oreyn Bearclaw,A bronze helmet shaped like a snarling bear head features rounded ears and prominent claw-like ridges sweeping along the sides.
Bloodmoon.esm,bk_BMtrial_unique,Letter from Rigmor to Risi,A creased parchment scroll bearing handwritten text in faded ink across its stained surface.
Bloodmoon.esm,misc_com_broom_01,Broom,A worn wooden broom with a long handle and a bound bundle of stiff straw bristles at the base.
Morrowind.esm,iron claymore,Iron Claymore,A heavy two-handed long blade with a straight iron crossguard and a broad double-edged blade mounted on a leather-wrapped grip.
Morrowind.esm,common_robe_05,Common Robe,"A simple, roughly woven robe with long draping sleeves and an unadorned open front."
Bloodmoon.esm,steel arrow_Carnius,Poisoned Arrow,A steel-tipped arrow with residue coating the head and feather fletching secured to the wooden shaft.
Morrowind.esm,amulet_quarra,Quarra Amulet,An extravagant blood-red gem set within an ornate golden pendant suspended from a delicate chain.
Morrowind.esm,key_eldrar,Simple Key,"A simple iron key with a flat, rectangular shaft ending in a single rectangular tooth, fitted with a plain looped bow."
Morrowind.esm,key_minabi,Simple Key,"A simple iron key with a flat, notched blade and a plain, rectangular bow for gripping."
Morrowind.esm,light_de_candle_19_64,Redware Candle,"A redware candle formed from reddish-brown clay, featuring a wide saucer base and a central cylindrical column supporting the wick."
Morrowind.esm,ebony staff,Ebony Staff,"A tall two-handed staff carved from dense black ebony, its smooth shaft capped by polished dark finials."
Morrowind.esm,key_hinnabi,Simple Key,"A simple iron key with a plain bow and a standard cut bit, showing no ornamentation."
Morrowind.esm,iron shardsword,Iron Shardsword,A forged iron longsword featuring a broad blade with chipped edges and a simple crossguard.
Bloodmoon.esm,ingred_snowwolf_pelt_unique,Snow Wolf Pelt,"A thick white pelt stripped from a snow wolf, bearing dense pale fur suited to arctic cold."
Morrowind.esm,fur_colovian_helm,Colovian Fur Helm,"A rounded leather helmet trimmed with thick brown fur, featuring ear flaps and a short neck guard."
Morrowind.esm,sc_dedresmasterfuleye,Scroll of Dedres' Masterful Eye,"A tightly wound parchment scroll secured with a cord, featuring faded script across its yellowed surface."
Bloodmoon.esm,light_com_candle_09_128,Pewter Candlestick,"A plain, grayish pewter candlestick with a wide, stable base and a central cylindrical socket for holding a candle."
Morrowind.esm,bk_AntecedantsDwemerLaw,Antecedants of Dwemer Law,"A thick quarto volume bound in worn leather, featuring faded gilt lettering across the spine and cover."
Morrowind.esm,ingred_trama_root_01,Trama Root,"A gnarled, rough-skinned root twists into crooked, branch-like tendrils with a dusty brown exterior."
Morrowind.esm,red despair amulet,Red Despair Amulet,A common circular amulet of reddish metal bears a small central gemstone suspended from a slender chain.
Morrowind.esm,common_shirt_02_rr,Common Shirt,A short-sleeved common shirt with a rounded collar and a red and tan checkered pattern across the fabric.
Morrowind.esm,bookskill_restoration1,Withershins,"A rectangular octavo-format book bound in worn leather covers, its pages collected and stitched securely along the spine."
Tribunal.esm,ingred_russula_01,Luminous Russula,"A broad-capped fungus with pale, seemingly phosphorescent coloring and thick, sturdy white gills beneath the rounded cap."
Morrowind.esm,cruel flameblade,Cruel Flameblade,A short-bladed dagger carved with a dragon motif along its dark metal tang and asymmetric flame-shaped guard.
Morrowind.esm,fiend tanto,Fiend Tanto,"A short, curved one-handed blade with a single cutting edge and a hilt shaped for a close grip."
Morrowind.esm,BookSkill_Athletics4,"36 Lessons of Vivec, Sermon 8","A rectangular octavo volume bound in dark leather covers, with faded script marking the spine and aged pages within."
Morrowind.esm,p_restore_magicka_q,Quality Restore Magicka,"A tapered green glass vial sealed with a cork stopper, containing a measure of translucent blue liquid."
Tribunal.esm,bk_Irano_note,handwritten note,A folded parchment sheet bears uneven lines of handwritten ink across its yellowed surface.
Morrowind.esm,ring_khajiit_unique,Ring of Khajiit,A slender golden band carved with stylized feline features and inlaid with dark amber stones along the curved surface.
Morrowind.esm,key_Mudan_Dragon,Dwemer Guardian Key,"A brass-hued metallic key cast in a rectangular shape, its toothed bit extending from a broad, ornamental bow."
Morrowind.esm,misc_spool_01,Spool,A small cylindrical wooden spool wound with a single continuous length of pale thread.
Morrowind.esm,bk_notetocalderaguard,NoteToCalderaGuard,A folded paper scroll bearing handwritten text across its slightly yellowed and creased surface.
Morrowind.esm,bugharz's belt,Bugharz's Belt,An extravagant belt crafted from richly dyed leather and fitted with an ornate metal buckle.
Morrowind.esm,key_hasphat_antabolis2,Small Key,"A small, plain iron key forged from dark iron, featuring a simple rectangular bow and two uneven teeth along its blade."
Morrowind.esm,ingred_6th_corprusmeat_01,Large Wrapped Corprusmeat,"A large, irregularly shaped mass of diseased flesh is bound tightly in coarse, bloodstained wrappings."
Tribunal.esm,carmine dart,Carmine Dart,A slim carmine-hued throwing dart features a sharp steel tip and fletched shaft designed for aerodynamic flight.
Morrowind.esm,misc_dwrv_mug00,Dwemer Mug,A cylindrical bronze drinking vessel with a single curved handle and a flat rim.
Morrowind.esm,chitin guantlet - right,Chitin Right Gauntlet,A right-hand gauntlet constructed from overlapping reddish-brown chitin plates bound to a dark leather backing.
Morrowind.esm,p_restore_willpower_b,Bargain Restore Willpower,"A thin, cheaply made glass vial containing a pale, murky liquid sealed with a rough cork stopper."
Morrowind.esm,p_restore_personality_q,Quality Restore Personality,"A tall, angular glass flask containing a luminescent liquid that shines with a soft, pearly radiance."
Tribunal.esm,fine spring dart,Fine Spring Dart,A slender steel throwing dart with a narrow pointed tip and small fletched fins for stable flight.
Bloodmoon.esm,BM nordic silver axe_spurius,Nordic Axe of Paralysis,A silver-chased Nordic waraxe with a heavy curved blade and a sturdy wooden haft of moderate length.
Morrowind.esm,ingred_bittergreen_petals_01,Bittergreen Petals,"Crimson petals from the bittergreen plant curl inward along delicate, slightly translucent edges."
Bloodmoon.esm,BM Bear Helmet,Bear Helmet,"A crude helmet shaped from a rough brown bear pelt, featuring the beast's hollowed skull and lowered ears over a leather cap."
Morrowind.esm,fiend spear_Dae_cursed,Fiend Spear,A long two-handed spear fitted with a dark iron blade and a worn wooden shaft.
Morrowind.esm,writ_galasa,Honorable Writ of Execution,"A tightly rolled paper scroll secured with a cord, bearing official handwritten text across its pale surface."
Morrowind.esm,bk_BiographyBarenziah2,Biography of Barenziah v II,A tall octavo volume bound in worn brown leather with a faded gilt title stamped across the spine.
Morrowind.esm,steel vipermauler,Steel Vipermauler,"A heavy two-handed steel warhammer built to crush armor, featuring a thick percussion head mounted on a long reinforced shaft."
Bloodmoon.esm,BM bear right gauntlet,Bear Right Gauntlet,A thick right gauntlet of heavy brown fur and leather with broad overlapping plates shielding the forearm and knuckles.
Morrowind.esm,demon tanto,Demon Tanto,"A short, single-edged blade with a sharply angled tip is mounted in a dark hilt of twisted, horn-like material."
Tribunal.esm,misc_de_goblet_02,Goblet,A wide-bowled drinking goblet with a slender stem and flared base features dark metallic banding along its rim.
Morrowind.esm,mamaea quarters key,Small Shiny Key,"A small, shiny brass key with a simple cut blade and a plain bow."
Morrowind.esm,key_Thalas_tomb,Key to Thalas tomb,"A slender brass key with a simple bit and a flat bow, fitted with a small ring for a keychain."
Morrowind.esm,bk_charterFG,Fighters Guild Charter,"A thick octavo volume bound in worn leather, featuring a stamped guild emblem on the flat spine."
Morrowind.esm,key_Brinne_chest,Key to Lord Brinne's chest,"A small, standard iron key with a simple, notched blade and a plain bow, designed to open a specific chest."
Morrowind.esm,ingred_scrib_jelly_02,Meteor Slime,"A viscous, dark-hued gelatinous mass extracted from a scrib, exhibiting a faintly iridescent sheen."
Morrowind.esm,torch_256,Torch,A wooden stick wrapped with cloth at the top forms the handle for this handheld flame source.
Morrowind.esm,misc_com_wood_bowl_03,Bowl,A shallow round wooden bowl with a flat bottom and smoothly curved sides rising to a simple rim.
Morrowind.esm,Misc_DE_pot_redware_03,Redware Pot,"A round clay pot with a flared rim and two small handles, crafted from reddish-brown earthenware."
Morrowind.esm,indoril left gauntlet,Indoril Left Gauntlet,"A golden-bronze left gauntlet with articulated plate segments and flared cuffs, decorated with ornate relief patterns."
Morrowind.esm,key_door_Mudan00,Key to Mudan Dwemer Vault,A simple brass key cut with standard ward teeth for opening the Mudan Dwemer Vault.
Morrowind.esm,potion_comberry_brandy_01,Greef,"A clear amber liquid fills this rounded glass bottle, sealed with a simple cork stopper."
Morrowind.esm,pick_apprentice_01,Apprentice's Lockpick,"A slender, unadorned metal lockpick with a straight shaft and a gently curved, tapered working tip."
Morrowind.esm,light_de_candle_10,Candle,"A slender wax cylinder fitted with a small braided wick, designed to provide steady illumination."
Tribunal.esm,Ingred_golden_sedge_01,Golden Sedge Flowers,A loose cluster of small golden flowers attached to slender green sedge stalks.
Morrowind.esm,second barrier belt,Second Barrier Belt,A common belt constructed from woven brown leather strips with a simple rectangular metal buckle.
Morrowind.esm,wraithguard_jury_rig,Wraithguard,A bulky left gauntlet of dark Dwemer metal with angular plating and a prominent central mechanism.
Morrowind.esm,p_fortify_agility_s,Standard Fortify Agility Potion,A small round glass vial of green liquid sealed with a cork stopper and fitted with a plain label.
Morrowind.esm,bk_poisonsong6,Poison Song VI,"A thick quarto-sized book bound in worn leather covers, its spine displaying faded gilt lettering."
Morrowind.esm,p_fortify_willpower_b,Bargain Fortify Willpower,"A cheap, thin-walled glass vial holds a pale, murky liquid sealed with a rough cork stopper."
Morrowind.esm,exquisite_amulet_hlervu1,Hlervu Locket,"An exquisite golden locket suspended from a fine chain, its polished oval surface engraved with delicate ornamental patterns."
Bloodmoon.esm,misc_com_bottle_06,Bottle,"A tall green glass bottle with a narrow neck, rounded body, and a smooth cork stopper."
Morrowind.esm,life ring,Life Ring,"A common circular finger ring fashioned from plain, unadorned metal with a smooth, polished band."
Morrowind.esm,bk_notefrombildren,Note From Bildren,A folded parchment scroll bears a handwritten message in dark ink upon its slightly yellowed surface.
Morrowind.esm,key_fals,Dagoth Fals's Key,"A simple brass key cut with standard wards, intended to open a lock associated with Dagoth Fals."
Morrowind.esm,ingred_Dae_cursed_diamond_01,Diamond,"A translucent, colorless crystalline gemstone cut into a symmetrical octahedral shape with faceted surfaces."
Morrowind.esm,sc_reddespair,Scroll of Red Despair,A tightly wound parchment scroll bearing faded red ink script and secured with a worn cord tie.
Morrowind.esm,iron arrow,Iron Arrow,A slender wooden shaft fitted with a rust-flecked iron arrowhead and fletched with grey feather vanes.
Tribunal.esm,bk_BookOfDaedra,The Book of Daedra,A thick octavo volume bound in dark leather features a worn spine and a cover stamped with Daedric glyphs.
Morrowind.esm,BookSkill_Mercantile3,"2920, Sun's Height",A compact octavo volume bound in brown leather features a plain cover and thick parchment pages.
Morrowind.esm,key_standard_01_pel_guard_tower,Pelagiad Guard Tower Key,"A simple brass key fitted to a rectangular bow, cut with notches along its bit for the Pelagiad guard tower lock."
Morrowind.esm,bk_gnisiseggmineledger,Gnisis Eggmine Ledger,A thick octavo-bound ledger featuring a worn leather cover and pages filled with dense handwritten mining records.
Morrowind.esm,key_farusea_salas,Worn Key,"A small, tarnished iron key with a simple bit and a plain bow, showing obvious wear from frequent handling."
Morrowind.esm,light_com_lantern_01_Off,Travel Lantern,A portable brass lantern with a curved carrying handle and glass panels sheltering a small oil reservoir.
Morrowind.esm,heart ring,Heart Ring,A circular band of dark metal centered with a prominently carved heart-shaped ornament on the front.
Morrowind.esm,key_savilecagekey02,Savile's Slavepod Key,A plain iron key with a simple rectangular bow and a single-toothed bit extending from a short cylindrical shaft.
Tribunal.esm,expensive_skirt_04,Expensive Skirt,"A finely tailored Mournhold skirt constructed from deep-hued, expensive fabric with subtle decorative stitching along the hem."
Tribunal.esm,bladepiece_03,Broken Dwemer Blade Piece,"A corroded right-side fragment of a Dwemer blade, bearing a broken edge and faded bronze metal."
Morrowind.esm,key_falaanamo,Old Key,"A weathered bronze key with a rectangular bow and a simple, single-toothed bit intended for temple locks."
Morrowind.esm,key_temple_01,Temple Key,A sturdy brass key with a simple toothed blade and a broad bow bearing a carved Temple emblem.
Morrowind.esm,light_de_candle_13_64,Candle,"A slender pale wax cylinder fitted into a small circular metal holder, with a short burnt wick protruding from the top."
Morrowind.esm,BookSkill_Athletics2,"A Dance in Fire, Chapter 3","A worn octavo volume bound in faded leather covers, its spine showing slight creasing from repeated handling."
Morrowind.esm,chameleon ring,Chameleon Ring,"A plain common ring fashioned from dull metal, featuring a simple unadorned circular band."
Morrowind.esm,ring of transcendent wisdom,Ring of Transcendent Wisdom,"An extravagant ring crafted from polished gold, featuring a wide band and an ornate bezel holding a smooth gemstone."
Tribunal.esm,adamantium_pauldron_right,Adamantium Right Pauldron,"A silvery right pauldron forged from adamantium, shaped with a smooth dome and reinforced by raised fluting along the shoulder ridge."
Bloodmoon.esm,misc_argonianhead_01,The Head Of Scourge,"A severed Argonian head with rough, scaled green skin, a wide reptilian snout, and hollow eye sockets."
Morrowind.esm,right cloth horny fist bracer,Right Cloth Horny Fist Bracer,"A right forearm bracer of wrapped cloth bands forming a thick, textured guard over the fist and wrist."
Morrowind.esm,bk_poisonsong3,Poison Song III,"A quarto volume bound in dark leather covers, featuring worn edges and a spine with modest gilt tooling."
Morrowind.esm,bookskill_blunt weapon1,The Hope of the Redoran,A thick octavo-bound volume features a sturdy spine and a plain cover protecting its instructional pages.
Morrowind.esm,p_light_q,Quality Potion of Light,A small angular glass flask holds a luminous golden liquid sealed with a sturdy cork stopper.
Morrowind.esm,key_itar,Itar's Key,"A small, plain metal key with a simple rectangular bow and a single-toothed bit at the end of its shaft."
Tribunal.esm,writ_Hloggar,Royal Writ of Execution,A tightly rolled paper scroll bearing the official text of a royal execution order.
Morrowind.esm,p_mark_s,Potion of Marking,A fresh green liquid fills a rounded glass vial stoppered with plain cork and fitted with a thin cord.
Morrowind.esm,p_invisibility_s,Standard Potion of Invisibility,A small rounded vial of pale translucent liquid is sealed with a simple cork stopper.
Bloodmoon.esm,silver arrow_thirsk_2,Silver Arrow,A slender silver arrowhead is mounted on a straight wooden shaft fitted with feather fletching.
Morrowind.esm,ingred_daedras_heart_01,Daedra's Heart,"A dark, fleshy organ with a rough, ridged surface and prominent veins pulsing across its swollen form."
Bloodmoon.esm,silver viperskewer,Silver Viperskewer,"A two-handed spear of polished silver, bearing a long, slender blade tapered to a sharp tip."
Morrowind.esm,ingred_cursed_daedras_heart_01,Daedra's Heart,"A dark, glistening organ with a rough, asymmetrical shape and faintly visible veins across its slick surface."
Morrowind.esm,ebony staff caper,Felen's Ebony Staff,"A tall two-handed staff of dark ebony wood features a thick shaft capped by a heavy, rounded head."
Morrowind.esm,Zenithar's_Warning,Zenithar's Warning,"A common left glove of simple cut and sturdy stitching, crafted from unadorned, practical fabric."
Morrowind.esm,expensive_amulet_delyna,Delyna's Locket,"A finely crafted locket of precious metal suspended from a delicate chain, featuring a small compartment for holding a keepsake."
Morrowind.esm,BookSkill_Light Armor2,Ice and Chiton,"A rectangular octavo volume bound in pale chitin covers, its frost-white pages secured with a simple leather cord."
Morrowind.esm,shame ring,Shame Ring,A thick gold band bears a polished dark stone set between two projecting shoulder mounts.
Morrowind.esm,daedric dart,Daedric Dart,"A heavy thrown dart forged from dark ebony, featuring a barbed triangular head and a short grooved shaft."
Morrowind.esm,light_com_lantern_02_INF,Pilgrim's Lantern,"A small, handled metal lantern with a soot-stained glass chimney enclosing a steady, ever-burning flame."
Tribunal.esm,misc_com_silverware_spoon_uni,Spoon,"A slender silver eating utensil with an elongated oval bowl and a narrow, slightly tapered handle."
Morrowind.esm,dwe_jinksword_curse_Unique,Flawed Dwemer Jinksword,A bronze Dwemer shortsword with a notched blade and loose crossguard betraying its flawed construction.
Bloodmoon.esm,ingred_eyeball_unique,Flaming Eye of the Lightkeeper,"A spherical eyeball emanating visible flames that flicker across its smooth, unblinking surface."
Tribunal.esm,dwemer_satchel00,Dwemer Satchel Pack,"A compact rectangular pack constructed from riveted bronze plates, featuring a hinged lid and a stout carrying handle."
Morrowind.esm,apparatus_a_alembic_01,Apprentice's Alembic,"A rounded glass vessel with a narrow spout curving downward, supported by a slender metal frame."
Morrowind.esm,poisonguard robe,Poisonguard Robe,"A long common robe woven from greenish fabric, featuring a loose hood and wide hanging sleeves."
Morrowind.esm,Key_Gimothran_chest,Key to Gimothran chest,"A simple brass key cut with notched wards, fitted to a small bow for turning the lock of a chest."
Morrowind.esm,BookSkill_Enchant2,"The Wolf Queen, Book VIII","A thick octavo volume bound in worn leather covers, with a faded spine and yellowed pages bearing dense ink text."
Morrowind.esm,light_de_lantern_06,Glass Lantern,"A transparent green glass lantern with a cylindrical body, a domed top, and a small handle for carrying."
Morrowind.esm,p_swift_swim_q,Quality Potion of Swift Swim,"A tall, rounded green glass vial sealed with a cork stopper and fitted with a narrow metal neck."
Morrowind.esm,iron flameskewer,Iron Flameskewer,A long two-handed spear with a pointed iron head shaped to resemble a flickering flame.
Morrowind.esm,key_vivectelvannislaves_01,Telvanni Canalworks Slave Key,"A plain iron key cut with simple ward notches, fitted to a small oval bow and intended for Telvanni canalworks slave locks."
Bloodmoon.esm,misc_de_tankard_01,Tankard,"A sturdy cylindrical pewter drinking vessel features a broad body, a single curved handle, and a slightly flared lip."
Bloodmoon.esm,bk_colony_Toralf,Tattered Note,A torn and creased scrap of paper bearing faded handwriting across its stained surface.
Morrowind.esm,ingred_ectoplasm_01,Ectoplasm,"A translucent, gelatinous mass of pale substance exuding faint wisps of vaporous residue."
Morrowind.esm,misc_com_plate_02_tgrc,Commemorative Plate,"A smooth ceramic plate bearing a commemorative inscription, its glazed surface shaped with a shallow rim and flat base."
Morrowind.esm,p_restore_fatigue_q,Quality Restore Fatigue,"A tall, tapered glass flask sealed with a cork stopper and containing a bright restorative liquid."
Morrowind.esm,bk_notefromradras,Note From Radras,"A folded paper scroll bearing a handwritten message in dark ink across its creased, off-white surface."
Morrowind.esm,sc_leaguestep,Scroll of Leaguestep,"A tightly rolled parchment scroll secured with a worn cord, bearing faded ink lettering across its yellowed surface."
Morrowind.esm,light_de_lantern_06_128,Glass Lantern,"A transparent green glass lantern with a cylindrical body, a domed top, and a sturdy metal handle."
Morrowind.esm,BookSkill_Long Blade2,"2920, Morning Star","A thick octavo book bound in worn leather covers, its spine bearing the title and volume number in faded gilt lettering."
Tribunal.esm,verminous_fabricant_elixir,Verminous Fabricant Elixir,A viscous amber liquid fills a bulbous glass vial fitted with a segmented metallic cap resembling fabricant plating.
Morrowind.esm,bookskill_enchant4,"36 Lessons of Vivec, Sermon 19","A tall octavo bound in worn reddish-brown covers, featuring a plain spine and unadorned text block."
Morrowind.esm,bookskill_destruction2,Response to Bero's Speech,"A tall, thin folio bound in worn, dark leather with faded lettering across its smooth, unadorned cover."
Morrowind.esm,bk_6thhouseravings,Parchment with Scrawlings,A crumpled parchment sheet covered with hastily scrawled ink markings across its yellowed surface.
Morrowind.esm,sc_fourthbarrier,Scroll of The Fourth Barrier,A tightly wound parchment cylinder capped with wooden rollers and secured by a knotted leather cord.
Tribunal.esm,common_shirt_06,Common Shirt,"A simple, short-sleeved linen shirt with a laced neckline and a straight-cut hem."
Bloodmoon.esm,key_hircine1,A Glowing Key,A faintly luminous key carved from dark daedric metal with sharp angular projections and a softly radiant surface.
Morrowind.esm,key_arobarmanor_01,Arobar Manor Key,A standard brass key cut with simple wards along its bit and fitted with a plain bow.
Morrowind.esm,glass_shield,Glass Shield,A curved shield formed from translucent green crystalline glass with a smooth polished surface and angular contours.
Bloodmoon.esm,daedric mace,Daedric Mace,"A heavy black mace with red veining and sharp, curved flanges projecting from the haft."
Morrowind.esm,ring of azura,Ring of Azura,An exquisite gold ring crafted with elegant curves and polished to a brilliant reflective sheen.
Morrowind.esm,malipu_ataman's_belt,Malipu-Ataman's Belt,An expensive leather belt with a polished metal buckle and decorative stitching along its length.
Morrowind.esm,p_fire_resistance_b,Bargain Fire Resistance,"A small, cheaply made glass flask with a rounded base, narrow neck, and simple cork stopper."
Morrowind.esm,bk_a1_v_vivecinformants,Mission to Vivec -- from Caius,"A rolled parchment scroll bearing handwritten intelligence regarding a mission to Vivec, secured with a simple tie."
Morrowind.esm,Belt of Northern Knuck Knuck,Belt of Northern Knuck Knuck,An extravagant belt featuring an ornate metal buckle and richly dyed leather strap with decorative stitching along its length.
Morrowind.esm,daedric arrow,Daedric Arrow,A barbed arrowhead of dark forged metal crowns a black shaft fletched with red feathers.
Tribunal.esm,fine bleeder dart,Fine Bleeder Dart,"A slender steel throwing dart with a narrow, piercing tip and small fletching for stable flight."
Morrowind.esm,sparkbolt ring,Sparkbolt Ring,"A common copper ring formed from a twisted band and mounted with a small, roughly faceted amber stone."
Morrowind.esm,misc_com_bottle_14_float,Bottle,"A clear glass bottle with a narrow neck, rounded body, and a small floating object suspended inside the liquid."
Morrowind.esm,key_Dubdilla,Old Key,"A worn brass key with a rectangular bow, a short shank, and a single ward tooth, styled after temple designs."
Morrowind.esm,sc_greydeath,Scroll of Grey Death,"A tightly wound parchment scroll bearing faded ink script on yellowed, age-spotted paper."
Morrowind.esm,light_de_candle_12,Candle,A slender wax cylinder with a twisted cotton wick rises from a shallow brass holder.
Morrowind.esm,apparatus_a_mortar_01,Apprentice's Mortar and Pestle,"A simple stone mortar and its accompanying pestle show a plain, unadorned construction suited for basic alchemical grinding."
Morrowind.esm,darksun_shield_unique,Darksun Shield,A dark ebony shield bearing a polished surface that absorbs surrounding light into its dense metal.
Morrowind.esm,belt of heartfire,Belt of Heartfire,A thick leather belt fitted with a heavy metal buckle carved to resemble a stylized flame-wrapped heart.
Morrowind.esm,frostmirror robe,Frostmirror Robe,"An extravagant white robe woven with reflective silver threads that glimmer across its flowing, wide-sleeved silhouette."
Morrowind.esm,feather belt,Feather Belt,"A finely crafted belt featuring an ornate metal buckle and supple leather dyed a deep, rich hue."
Morrowind.esm,ingred_wickwheat_01,Wickwheat,"Pale golden wheat stalks bearing small clustered kernels, their thin dried husks tightly wrapped around slender grains."
Morrowind.esm,Right_Hand_of_Zenithar,Right Hand of Zenithar,An expensive right-hand glove tailored from rich green fabric and adorned with golden embroidery honoring Zenithar.
Morrowind.esm,flame_bolt,Flamebolt,"A steel bolt fitted with fletching and a pointed head designed for crossbows, forged from dark metal."
Morrowind.esm,mole_crab_helm,Telvanni Mole Crab Helm,"A close-fitting helmet shaped from a domed mole crab shell, its rough reddish-brown surface retaining the creature's natural ridged texture."
Morrowind.esm,bk_landdeed_hhrd,Ascadian Isles Land Deed,"A curled parchment scroll bound by a taut cord, featuring faded ink script across its yellowed surface."
Tribunal.esm,staff_magnus_unique_x,Staff of Magnus,A tall wooden staff topped with a polished blue orb secured within a dark metal setting.
Morrowind.esm,light_com_candle_03,Silver Candlestick,"A tall silver candlestick with a wide circular base, a slender column, and a cup holding a white candle."
Morrowind.esm,key_divayth04,Divayth's 897th Key,"A small, plain iron key with a simple toothed blade and a flat, rectangular bow."
Morrowind.esm,bound_longsword,Bound Longsword,"A sinister daedric longsword with a jagged blade and dark metal hilt, wreathed in flickering reddish conjuration flames."
Morrowind.esm,bk_itermerelsnotes,Itermerel's Notes,"An unrolled parchment scroll bears densely written ink lines across its aged, yellowed surface."
Morrowind.esm,belt of iron will,Belt of Iron Will,A common brown leather belt fastened with a simple iron buckle and fitted with small iron loop fittings.
Bloodmoon.esm,bk_ThirskHistory,"Thirsk, a History",A thick quarto-bound volume featuring a worn leather cover with faded gilt lettering on the spine.
Morrowind.esm,p_jump_c,Cheap Potion of Jump,"A thin, colorless liquid fills this small, cheaply made glass vial fitted with a simple cork stopper."
Morrowind.esm,wooden staff of peace,Wooden Staff of Peace,"A smooth wooden staff shaped for two-handed grip, its pale surface unadorned except for rounded end caps."
Morrowind.esm,Caius_pants,Caius' Black Pants,"These black common trousers are tailored from simple cotton with a straight, unadorned cut."
Morrowind.esm,sarandas_ring_2,Ebony Ring,"A polished ebony band forms this ring, its dark surface bearing subtle carved grooves along the outer edge."
Morrowind.esm,p_fortify_fatigue_b,Bargain Fortify Fatigue,"A cheap, thin-walled glass vial holds a pale, watery liquid sealed with a rough cork stopper."
Tribunal.esm,bk_Yagrum's_Book,Tamrielic Lore,"A thick octavo volume bound in worn leather covers, its spine bearing faded gilt lettering of Tamrielic Lore."
Morrowind.esm,light_de_candle_13_Off,Candle,A stout cylindrical beeswax column rests aside a thin blackened wick atop a broad circular tin base.
Bloodmoon.esm,BM bear right pauldron,Bear Right Pauldron,"A right shoulder pauldron crafted from thick, shaggy brown bear hide stretched over a curved leather frame."
Morrowind.esm,Maran Amulet,Maran Amulet,"A polished golden amulet suspended from a slender chain, featuring an ornate central setting."
Morrowind.esm,bk_BriefHistoryEmpire1_oh,Odral's History of the Empire 1,"A quarto-format book bound in worn leather covers, featuring faded text printed on age-discolored pages."
Morrowind.esm,first barrier belt,First Barrier Belt,A sturdy common belt crafted from thick brown leather and fastened with a plain rounded metal buckle.
Tribunal.esm,Ingred_nirthfly_stalks_01,Nirthfly Stalks,"Several slender, pale green stalks are bundled together, each topped with a small, rounded seed pod."
Tribunal.esm,misc_com_metal_plate_03_uni,Plate,A round metal plate with a slightly raised rim and a plain polished surface showing faint hammer marks.
Morrowind.esm,misc_clothbolt_01,Bolt of Cloth,A tightly wound cylindrical bolt of plain woven fabric wrapped around a central wooden dowel.
Tribunal.esm,longsword_umbra_unique_x,Umbra Sword,"A heavy two-handed claymore forged from dark steel, featuring a broad tapering blade and a reinforced crossguard."
Morrowind.esm,bookskill_marksman3,Vernaccus and Bourlor,"An open folio with worn pages bound between thick covers, displaying faded text about archery."
Morrowind.esm,misc_com_plate_03,Plate,A shallow ceramic plate with a slightly raised rim and a plain glazed surface.
Morrowind.esm,p_frost_resistance_s,Standard Resist Frost Potion,A small rounded vial of pale blue liquid is sealed with a cork stopper and fitted with a simple wooden cap.
Morrowind.esm,chitin_towershield,Chitin Tower Shield,A tall rectangular shield constructed from layered chitin plates bound together with thick leather strapping.
Morrowind.esm,Misc_SoulGem_Grand,Grand Soul Gem,"A large, faceted crystalline vessel with a wide base and narrow neck, fitted with a brass cap."
Morrowind.esm,extravagant_shirt_01_r,Extravagant Shirt,A tailored red shirt of fine fabric features a close-cut collar and fitted sleeves.
Morrowind.esm,sc_elevramssty,Scroll of Elevram's Sty,A tightly wound parchment scroll with worn edges and a faded red wax seal securing the rolled cylinder.
Bloodmoon.esm,BM_dagger_wolfgiver,Wolfgiver Silver Dagger,A slender silver dagger forged in the Nordic style features a tapered double-edged blade and a carved hilt.
Morrowind.esm,steel viperblade,Steel Viperblade,A tapered steel blade features a slender profile and a simple crossguard fitted to a wrapped hilt.
Morrowind.esm,light_de_candle_red_01_64,Bamboo Candlestick,"A segmented bamboo candlestick holds a red candle, the pale wood showing vertical nodes along its slender shaft."
Morrowind.esm,key_Heran,Key to Heran tomb door,"A simple iron key with a notched blade and a rectangular bow, designed for a tomb door."
Morrowind.esm,p_restore_health_s,Standard Restore Health Potion,"A small round glass vial containing a crimson liquid, stoppered with a plain cork and sealed with discolored wax."
Morrowind.esm,key_divayth05,Divayth's 1008th Key,"A small brass key with a simple rectangular bow, a short shaft, and a plain single-toothed bit."
Morrowind.esm,bookskill_illusion4,"Palla, Book I","A thick octavo-sized book bound in worn leather covers, featuring faded gilt lettering on the spine."
