topic,aliases,topic_desc,knowledge_class,topic_desc_basic,knowledge_class_basic,tags,category
slavery,"slave trade, Dunmer slavery","Slavery is the ownership of sentient beings as property, a practice legally protected within Morrowind by the Armistice of 2E 896. While abolished throughout the rest of the Third Empire, the Great Houses—particularly Dres, Hlaalu, and Telvanni—resist any diminishment of this ancient right, relying on slave labor for agriculture and household service. Argonians and Khajiit constitute the majority of those enslaved, frequently captured from their homelands by Dunmer raiders. The Twin Lamps, an underground abolitionist movement, works covertly to liberate the enslaved and oppose the trade, reflecting broader Imperial discomfort with the institution. The practice remains a profound source of cultural friction between Morrowind and the Empire.",scholar,"Slavery is legally permitted in Morrowind under the Armistice, though it is outlawed throughout the rest of the Empire. The Dunmer Great Houses, especially House Dres, rely heavily on enslaved Argonians and Khajiit for their plantations. The Twin Lamps is an active abolitionist society working to help slaves escape their bonds.","common, traveler","slavery, Dunmer, Great Houses, Dres, Hlaalu, Telvanni, Armistice, Twin Lamps, Imperial law, Argonians, Khajiit, Morrowind",history
hands_of_almalexia,Her Hands,"The Hands of Almalexia serve as the personal guard of the Tribunal god Almalexia, drawn from Morrowind's most skilled warriors. Their bodies and souls are fortified by her divine favor, and their distinctive armor and scimitars carry fearsome divine enchantments, making them among the most terrible mortal warriors on Tamriel. Formerly, the Hands spent much of their time punishing criminals and protecting the people of Mournhold as instruments of vigilant mercy. In recent years, however, they have withdrawn to devote themselves entirely to Almalexia's personal protection, projecting an image of vengeful might rather than public guardianship.",scholar,"The Hands of Almalexia are the personal guard of the Tribunal god Almalexia. Chosen from Morrowind's most skilled warriors, their bodies and souls are fortified by divine magic, and their armor and weapons bear fearsome divine enchantments. Some say they are the most terrible mortal warriors in the world.","common, traveler","Almalexia, Tribunal, Tribunal Temple, Mournhold, bodyguards, divine enchantments, Her Hands, Dunmer, House Indoril, Temple military",factions
stalhrim,"ice armor, enchanted ice, Nordic burial ice","Stalhrim is a rare enchanted ice found only on Solstheim, historically used by ancient Nords to encase their honored dead. This blue-white crystalline substance is hard as iron and unnaturally cold, impervious to conventional tools; only ancient Nordic pickaxes can carve it. With proper skill, it is worked like ebony to craft exceptionally protective weapons and armor—sometimes called ice armor—that uniquely amplify the potency of frost enchantments. While the Skaal traditionally shun its use, others recognize its immense value. In its raw form, stalhrim functions as an alchemical ingredient inducing paralysis and frost damage. Its burial applications and crafting potential make it a highly contested resource.","scholar, esoteric","Stalhrim is a rare enchanted ice found only on Solstheim, historically used by ancient Nords to encase their honored dead. This blue-white crystalline material is incredibly hard and cold, requiring ancient Nordic pickaxes to mine. Skilled smiths work it like ebony to craft highly protective weapons and armor that amplify frost enchantments.","esoteric, common","Solstheim, Nordic, ice, armor, weapon, burial, enchantment, ebony, Skaal, Raven Rock, alchemy",artifacts
talos_cult,Cult of Talos,"A religious group venerating Tiber Septim as the divine god-hero Talos, the Dragonborn. The Talos Cult forms part of the broader Imperial Cult alongside the Eight Divines and commands a significant following within the Imperial Legion. Its predecessor, the Cult of Tiber Septim, was a prominent Nibenese cult during the Emperor's living reign. Currently, fringe Legion members of the cult at the Deathshead garrison in Gnisis are conspiring to assassinate Emperor Uriel Septim VII during a rumored visit to Vvardenfell, believing his rule weak. These conspirators secretly recruit soldiers, requiring oaths to die placing a strong man back on the throne of Tamriel.",scholar,"A religious group venerating Tiber Septim as the god-hero Talos. The cult forms part of the Imperial Cult and holds a significant following within the Imperial Legion. Some fringe Legion members are currently conspiring to assassinate Emperor Uriel Septim VII, believing his rule has weakened the Empire.","common, traveler","Tiber Septim, Talos, Imperial Cult, Imperial Legion, Dragonborn, Gnisis, Uriel Septim VII, Eight Divines, Cyrodiil, Deathshead Legion",factions
skull_crusher,Hilbongard's masterpiece,"Skull-Crusher is a legendary enchanted warhammer forged in the First Era by the master weaponsmith Hilbongard of Skyrim and the enchanter Dorach Gusal at a Daedric site on Vvardenfell. Celebrated for being feather-light in the wielder's hand while delivering devastating blows, the hammer was lost when thieves seized it from a festival display. Its creators reportedly endowed it with the power to betray unlawful possessors, returning to them by its own will—a curse some faithful claim can be lifted through divine blessing. The forge of its creation lies within the sealed Forgotten Vaults of Anudnabia, accessible only through the Omaren Ancestral Tomb near Sadrith Mora. The weapon remains lost to the world above, guarded by Daedra and restless spirits.","scholar, esoteric","Skull-Crusher is a legendary enchanted warhammer created in the First Era by the weaponsmith Hilbongard and the enchanter Dorach Gusal. Renowned for being feather-light yet striking with devastating force, the artifact was lost to thieves long ago. Legend holds that its creators cursed it to betray any who unlawfully possessed it.",esoteric,"artifact, warhammer, weapon, Dorach Gusal, Hilbongard, First Era, Anudnabia, Daedric, enchantment, Imperial Cult",artifacts
warlock_s_ring,,"The Warlock's Ring is a powerful enchanted artifact traditionally associated with Syrabane, the Aldmeri god of magic and apprentices. Its potent enchantments make it coveted by mages and collectors throughout Morrowind. The ring currently resides with the sorceress Vindamea Drethan, who holds court in Ashirbadon, a cave on a small island east of the ruins of Bal Fell. The Museum of Artifacts in Mournhold values the ring at eleven thousand gold for its collection, though its curators acknowledge that should Syrabane himself ever come to reclaim the ring, they would surrender it without dispute—a testament to the artifact's divine provenance and enduring mystique.","scholar, esoteric","The Warlock's Ring is a powerful magical artifact associated with the Aldmeri god Syrabane. Renowned for its potent enchantments, the ring is currently held by the sorceress Vindamea Drethan in Ashirbadon cave, east of Bal Fell. It is highly valued by collectors and magical institutions.",esoteric,"artifact, ring, syrabane, enchanted, vindamea-drethan, ashirbadon, bal-fell, mages-guild, museum-of-artifacts, aldmeri",artifacts
nerevarine_cult,Cult of the Nerevarine,"An Ashlander religious movement venerating the ancient Hortator Indoril Nerevar and awaiting his prophesied reincarnation. The cult holds that the Tribunal betrayed Nerevar to steal divine power from the Heart of Lorkhan, making them false gods whose stolen divinity dooms them to weaken while Dagoth Ur grows stronger. Adherents believe the Nerevarine will cast down the Tribunal, expel outlanders from Morrowind, and restore traditional ancestor worship and Ashlander rights. The cult finds its primary influence among the Urshilaku; other tribes view the prophecies with skepticism. Both the Tribunal Temple and the Empire outlaw the cult, punishing its beliefs as heresy. Dissident Priests share sympathies with its critique of the Temple, as recorded in the proscribed text 'Progress of Truth'. Accounts of Nerevar's death diverge: Ashlanders trace allegations of Tribunal murder to the shield-companion Alandro Sul, while orthodox traditions claim he died of wounds after battling Dagoth Ur.","priest, scholar","An outlawed Ashlander religious movement venerating the ancient hero Indoril Nerevar and awaiting his prophesied reincarnation. Followers believe the Nerevarine will cast down the Tribunal as false gods, drive foreigners from Morrowind, and restore Ashlander traditions. The cult persists primarily among the Urshilaku, despite persecution by both the Tribunal Temple and the Empire.",common,"Ashlanders, Nerevar, Nerevarine, Tribunal, Urshilaku, Dissident Priests, heresy, prophecy, Red Mountain, Azura",religion
temple_s_doctrine,"Tribunal doctrine, Temple teachings, Orthodox Temple doctrine","The orthodox teachings of the Tribunal Temple hold that the Nerevarine prophecies are heretical superstitions founded on lies and delusion. The Temple maintains that the people's faith in Almsivi alone shields them from the Sixth House threat, and that any challenge to Tribunal authority endangers all Dunmer. Consequently, self-proclaimed Nerevarines are condemned as False Incarnates and persecuted by Ordinators. The Dissident Priests, who dispute aspects of this orthodoxy, have been suppressed as dangers to the faithful. Whether this rigid stance can survive the deepening crisis with Dagoth Ur remains uncertain.","priest, scholar",The Tribunal Temple teaches that the Nerevarine prophecies are evil superstitions and that faith in Almsivi protects the Dunmer people. Those claiming to be the Nerevarine are denounced as False Incarnates and treated as enemies of the faith.,common,"Tribunal Temple, doctrine, Nerevarine, prophecy, Dissident Priests, Almsivi, Dagoth Ur, Ordinators, heresy, faith, superstition, False Incarnate",religion
carnius_magius,,"Carnius Magius serves as the Factor for the East Empire Company on Solstheim, directing the development and mining operations at the Raven Rock colony. Stationed at Fort Frostmoth in quarters above the Imperial shrine, he oversees the Company's commercial interests in this harsh frontier. Colleagues and subordinates note his demanding nature and suspect he harbors ulterior motives for accepting the remote posting, though specifics remain a matter of camp rumor. As the highest Company authority on the island, Magius wields considerable influence over the fledgling settlement's direction and resource extraction policies.",scholar,Carnius Magius is the East Empire Company Factor in charge of development and mining at the Raven Rock colony on Solstheim. He operates from quarters above the Imperial shrine at Fort Frostmoth and manages the Company's local business affairs.,"common, traveler","Imperial, East Empire Company, Factor, Raven Rock, Solstheim, Fort Frostmoth, business, colonist",figures
spell_breaker,,"Spell Breaker is an ancient Dwarven tower shield of immense power, renowned for its extraordinary resistance to magicka. Accounts conflict regarding its origin; some claim it was forged for King Rourken during his legendary conflict with Shalidor, while others attribute its creation to the Daedric Prince Peryite. Regardless of its true provenance, the shield has become firmly associated with Peryite over the centuries. Tamrielic Lore declares it one of Tamriel's most significant relics, noting its supposed habit of abandoning its wielders as it searches for its original owner. The shield currently lies in the Dwemer ruin of Bthuand, guarded by the skeleton of an adventurer who perished in a cave-in while attempting to master its enchantments.","scholar, esoteric","Spell Breaker is an ancient Dwarven tower shield famous for its powerful resistance to magicka. Some attribute its creation to the Daedric Prince Peryite, while others claim it was forged for King Rourken. It is counted among Tamriel's most significant legendary artifacts.",esoteric,"artifact, Daedric, Dwemer, Peryite, Rourken, shield, Spellbreaker",artifacts
dagon_fel,Dagon Fell,"Dagon Fel is the northernmost settlement on Vvardenfell, situated on the island of Sheogorad within the Azura's Coast region. It is the sole settlement across the Sheogorad archipelago. Originally a Nord fishing village thousands of years ago, the Nords were driven from Morrowind by the Dunmer. The site later hosted a Dwemer city, and the current village is built upon those ruins. Since Morrowind became an Imperial province, Nord fishermen have returned, and the village now hosts a small Imperial Legion detachment. Imperial scholars and adventurers frequent Dagon Fel to explore the surrounding Dwemer and Daedric ruins, though strict laws prohibit the illicit trade of Dwemer artifacts. The village provides limited services, including a small inn and a few traders.","traveler, scholar","Dagon Fel is a tiny fishing village on the island of Sheogorad along Vvardenfell's northern coast. It is the only settlement in the archipelago. Built atop ancient Dwemer ruins, it was originally a Nord settlement before the Dunmer drove them out. Nord fishermen have since returned under Imperial rule.",common,"Dagon Fel, Sheogorad, Azura's Coast, Vvardenfell, Nord settlement, Dwemer ruins, fishing village, Imperial Legion, Mzuleft, northern coast",settlements
gnaar_mok,,"Gnaar Mok is a financially deprived fishing village occupying a small island off the Bitter Coast of western Vvardenfell, accessible from the mainland by a crude plank bridge. The settlement falls under the influence of the local Hlaalu manor, while the Thieves Guild also operates discreetly from a dilapidated hut. Its remote location and lack of marked routes make overland travel perilous, frequented by wild beasts and brigands, though it attracts adventurers, smugglers, and outlaws. The nearby ruins of Andasreth, an old Dunmer stronghold, serve as a western landmark. Since 3E 410, Sixth House operatives have exploited local smuggler networks near the village, spreading Dagoth Ur's influence among susceptible populations.","traveler, scholar","Gnaar Mok is a small, impoverished fishing village on an island off the Bitter Coast of western Vvardenfell. A remote and rough settlement, it attracts smugglers and outlaws, and its lack of marked routes makes overland travel perilous.",common,"Gnaar Mok, Bitter Coast, fishing village, Hlaalu, Thieves Guild, Andasreth, smugglers, western Vvardenfell, Sixth House, remote settlement",settlements
molag_mar,Molag Maar,"Molag Mar is a fortified stronghold on the southeastern edge of the Molag Amur region, situated near the foyadas Ilibaal and Zabirbael. Constructed in the same architectural style as the Vivec City cantons, it functions as a combined frontier garrison and pilgrimage hostel. The Tribunal Temple and House Redoran jointly staff and maintain the outpost, stationing elite volunteers and Buoyant Armiger crusaders to defend against the surrounding wasteland. Pilgrims rely on Molag Mar's hostels as a resting base before undertaking the dangerous journeys north to the Mount Kand and Mount Assarnibibi shrines.","traveler, scholar","Molag Mar is a fortified stronghold and pilgrimage hostel on the southeastern edge of the Molag Amur region. Jointly maintained by the Tribunal Temple and House Redoran, it houses garrisons of elite defenders. Pilgrims rest here before undertaking dangerous journeys to the nearby Mount Kand and Mount Assarnibibi shrines.",common,"Molag Amur, stronghold, garrison, pilgrimage, Tribunal Temple, House Redoran, Buoyant Armigers, Mount Kand, Mount Assarnibibi, canton, Vvardenfell, hostel",settlements
tel_fyr,,"Tel Fyr is a remote Telvanni tower on an island off the southwestern coast of Zafirbel Bay, near the Vvardenfell mainland. Unlike typical Telvanni settlements, it is built into a large hill rather than grown as a free-standing organic structure, and it has no surrounding village or transport services. The tower is the residence of Divayth Fyr, an ancient and powerful sorcerer who declines formal titles and Council seating despite his significance. Beneath the tower lies the Corprusarium, a refuge-prison carved from the Abanabi Caves where victims of corprus disease are housed and tended. Whether this endeavor serves compassion or merely provides experimental subjects remains debated. The tower interior requires levitation to navigate its upper levels, reflecting Telvanni architectural customs.","traveler, scholar","Tel Fyr is a remote Telvanni tower on an island southwest of Sadrith Mora. It is the home of Divayth Fyr, an ancient and powerful sorcerer. Beneath the tower lies the Corprusarium, a refuge-prison for victims of corprus disease. The tower has no stairs, requiring levitation to reach its upper levels.",common,"Telvanni, tower, Divayth Fyr, Corprusarium, Zafirbel Bay, Abanabi Caves, Vvardenfell, Sadrith Mora, levitation, corprus",locations
tel_branora,,"Tel Branora is the tower and settlement of Mistress Therana, one of the Telvanni Mage Lords, situated on a rocky promontory at the southeasternmost tip of Azura's Coast. Perhaps the southernmost town in Vvardenfell, it comprises Therana's wizard tower, a tiny village, and distant docks roughly half a league away. Therana is widely regarded as the most eccentric of the Council's masters—some say irrational—yet her continued standing suggests either formidable power or great importance to the Telvanni. Ships connect the settlement to Castle Ebonheart, Vivec, Molag Mar, and Sadrith Mora. The tower offers magical services, while the village provides only a smith and a public house.","traveler, scholar","Tel Branora is a Telvanni tower and small village on an island at the southeasternmost tip of Azura's Coast, likely Vvardenfell's southernmost settlement. It is the seat of Mistress Therana, the most eccentric of the Telvanni Mage Lords. The settlement is reached by ship, with docks located some distance from the tower and community.",common,"Telvanni, Therana, Azura's Coast, wizard tower, Vvardenfell, island, Mage Lord, ship transport, southeastern, magic services",settlements
thirsk,,"Thirsk is a Nord mead hall and the clan residing there, located on Solstheim east of Lake Fjalding. Founded over five centuries ago by Hrothmund the Red and followers who departed the Skaal Village, it upholds a martial tradition where prospective chieftains must present a battle trophy to claim leadership. The hall's history is recorded through its chieftains, many of whom held the position only briefly due to Solstheim's harsh conditions. Thirsk maintains no quarrel with the Skaal despite abandoning their ways. The hall is known for its mead and warrior culture.","traveler, scholar","Thirsk is a Nord mead hall on Solstheim, east of Lake Fjalding. Founded over five hundred years ago by Hrothmund the Red and Skaal dissenters, it operates as an independent settlement. Prospective chieftains must present a battle trophy to earn leadership. The hall is known for its mead and warrior traditions.",common,"Thirsk, mead hall, Solstheim, Nord, Hrothmund the Red, Skaal, Lake Fjalding, Felsaad Coast, settlement",settlements
geography_of_morrowind,,"Morrowind, the northeastmost province of the Tamrielic Empire, is bounded by the Sea of Ghosts to the north and east, Skyrim to the west, Cyrodiil to the southwest, and Black Marsh to the south. Its geography is diverse: the southeast features warm coastal plains and marshes resembling Black Marsh, while the west and south-central regions are mountainous and sparsely populated. Most inhabitants reside in the high uplands and fertile river valleys of central Morrowind, particularly around the Inland Sea. The rocky northeastern archipelago is also sparsely settled. The island of Vvardenfell, located in north-central Morrowind, is dominated by the titanic volcano Red Mountain and its surrounding ash wastelands, confining most of the island's population to the relatively hospitable western and southwestern coasts.","traveler, scholar","Morrowind is the northeastmost province of the Empire, bordered by the Sea of Ghosts, Skyrim, Cyrodiil, and Black Marsh. Its southeast features warm marshlands, while the west is mountainous. Most people live in central Morrowind's high uplands and river valleys around the Inland Sea. The island of Vvardenfell is dominated by Red Mountain and its ash wastes, with settlement confined to the southwest coast.",common,"Morrowind, Vvardenfell, Red Mountain, Inland Sea, Sea of Ghosts, geography, regions, Tamriel",regions
hla_oad,,"Hla Oad is a tiny, isolated fishing village on the Bitter Coast of western Vvardenfell, situated along the River Odai southwest of Balmora. A rough track follows the Odai northeast to Balmora, while long coastal paths lead south to Seyda Neen and north toward Gnaar Mok. Ship services connect the settlement to Ebonheart and Gnaar Mok, and a silt strider route links it to Vivec. Despite its modest appearance and sparse services, Hla Oad is rumored to serve as a significant stopover for smugglers operating along the swampy western shoreline.","traveler, scholar","Hla Oad is a tiny fishing village on the Bitter Coast of western Vvardenfell, located along the River Odai southwest of Balmora. A rough track connects it to Balmora, and ships provide passage to Ebonheart and Gnaar Mok. The settlement is rumored to be a stopover for smugglers.",common,"Bitter Coast, Vvardenfell, fishing village, Odai River, Balmora, smugglers, Ebonheart, Gnaar Mok, Seyda Neen, Imperial",settlements
tel_mora,Tower Forest,"Tel Mora, meaning 'Tower Forest,' is the northernmost Telvanni settlement, situated on steep islands along Vvardenfell's northeastern coast. Constructed during the middle Merethic Era by Aldmeri explorers, it now serves as the seat of Mistress Dratha, an ancient and formidable Telvanni Councilor. The tower spans two islands connected by walkways over water, with smaller mushroom dwellings clustering at its base. The settlement is notable for its exclusively female population, a policy Dratha enforces due to a prophesied death at the hands of a mortal man. Males may trade in the village but are forbidden from the tower itself. Tel Mora offers quality services, including a renowned alchemical supply shop, and serves as a gateway to the Grazelands.","traveler, scholar","Tel Mora is the northernmost Telvanni tower settlement, ruled by the ancient Councilor Mistress Dratha. Built across two connected islands, it features mushroom dwellings and quality services including a renowned alchemy shop. Notably, Dratha forbids men from the tower, so the settlement's population is entirely female, though males may still trade in the village.",common,"Telvanni, Mistress Dratha, Vvardenfell, Azura's Coast, wizard tower, female-only settlement, Grazelands, Telvanni Council, alchemy shop, Merethic Era",settlements
khuul,,"Khuul is a small fishing village on Vvardenfell's northern coast within the West Gash region. Its architecture consists of rustic log and thatch huts aside from a single Redoran-style shell-house serving as Thongar's Tradehouse. The nearby Panud and Asha-Ahhe egg mines provide what limited legitimate commerce exists beyond fishing. A silt strider port connects Khuul southward to Gnisis, and a seagoing vessel is moored at the village dock. The Daedric ruins of Ashalmawia lie to the southwest, and the settlement of Ald Velothi sits on the coast to the west. Persistent rumors cast Khuul as a smuggling village, though residents neither confirm nor deny such claims and regard inquisitive strangers with suspicion. The date of the village's founding remains uncertain; while the locale served as a silt strider stop in the mid-Second Era, no permanent settlement existed then beyond the nearby Urshilaku Camp.","traveler, scholar","Khuul is a small fishing village on Vvardenfell's northern coast in the West Gash region. Silt strider service connects it to Gnisis. The village offers modest accommodations at Thongar's Tradehouse. Nearby landmarks include the Daedric ruins of Ashalmawia to the southwest and the settlement of Ald Velothi to the west. Persistent rumors suggest smuggling activity, though residents discourage curiosity.",common,"fishing village, West Gash, Vvardenfell, smuggling, Thongar's Tradehouse, Ashalmawia, Ald Velothi, silt strider, egg mine, northern coast",settlements
suran,,"Suran is a busy trading port on the north shore of Lake Masobi in the Ascadian Isles. Built by the Hlaalu Construction Syndic for House Redoran in the mid-Second Era, the settlement later passed to House Hlaalu, whose architectural style now defines its market-town layout of watchtower and small temple. Suran serves as a gateway to the fertile plantations and farms of the region, provisioning agricultural estates and offering lodgings to pilgrims bound for the nearby Fields of Kummu and Shrine of Molag Bal. The town also functions as a staging point for travelers venturing northeast into the Molag Amur region. Silt strider service connects Suran to Vivec and Molag Mar.","traveler, scholar",Suran is a trading village on the north shore of Lake Masobi in the Ascadian Isles. It provides goods and services for the region's farmers and plantation owners and offers lodgings for pilgrims visiting the nearby Fields of Kummu and Shrine of Molag Bal. Silt strider routes connect Suran to Vivec and Molag Mar.,common,"Ascadian Isles, Lake Masobi, House Hlaalu, House Redoran, trading port, pilgrimage, Fields of Kummu, Shrine of Molag Bal, silt strider, Molag Amur",settlements
great_bazaar,,"The Great Bazaar is the primary commercial district of Mournhold, situated in the eastern section of the city. It offers some of the finest wares available in Morrowind, with numerous nearby stores selling excellent items. Beyond commerce, the bazaar serves as a cultural venue, hosting public performances and plays that draw audiences, though the quality of the actors can vary. As a bustling center of trade and entertainment, the local guard expects visitors to mind their manners and avoid causing trouble.","traveler, scholar","The Great Bazaar is a major market in eastern Mournhold. It offers some of the best wares in Morrowind and features nearby shops. The bazaar also hosts public performances and plays, providing entertainment alongside its commerce.",common,"Mournhold, market, bazaar, commerce, theater, district, shopping",locations
law_in_morrowind,"Dunmer law, Imperial law in Morrowind, Morrowind legal system, Great House law","Morrowind operates under a dual legal framework of Imperial Law and Dunmer Great House customs, with conflicts between the two governed by the Treaty of the Armistice, which reserves most local governance to the House councils. Local magistrates judge cases and determine sentences, while guards enforce their rulings. Serious crimes include Theft, Trespass, Assault, Foul Murder, and Contempt, typically punished through fines or punitive labor, while Treason warrants death. Noble House Dunmer may appeal to their House Councils, and Imperial citizens to the King and his Dukes. Under ancient custom, offended House nobles may refuse compensation and demand execution for various offenses.",scholar,"Morrowind is governed by both Imperial Law and traditional Dunmer Great House customs. The Treaty of the Armistice reserves most local functions to the House councils. Serious crimes like Theft, Assault, and Murder are punished with fines or punitive labor, while Treason carries the death penalty. Local magistrates judge cases, and guards enforce the laws.","common, traveler","law, Morrowind, Imperial Law, Great Houses, Armistice, crimes, magistrates, punitive labor, Tribunal",lore
outlander,"foreigner, outsider","An outlander is anyone born and raised outside of Morrowind. Most Dunmer consider anyone who is not a native-born Dunmer to be an outlander, and even Dunmer who adopt Western words and ways are immediately identified as such, as native Dunmer are highly sensitive to accents, clothing, and manners. The designation carries significant social weight, as Morrowind broadly dislikes foreigners. Treatment of outlanders varies by region; House Hlaalu territories are notably more tolerant, while much of Vvardenfell remains cool or openly hostile toward them. Organizations such as the Camonna Tong actively despise outlanders. The term also extends culturally to displaced groups like outcast Ashlanders, who are similarly marginalized despite their Dunmer heritage.","scholar, common","In Morrowind, an outlander is anyone born and raised outside the province. Most Dunmer consider anyone who is not native-born to be an outlander, and even Dunmer with Western accents and manners are identified as such. Morrowind generally dislikes foreigners, and outlanders face cool or hostile treatment across much of Vvardenfell, though House Hlaalu territory is more tolerant.","common, traveler","Dunmer, Morrowind, Vvardenfell, foreigner, xenophobia, Camonna Tong, House Hlaalu, Ashlander, accents, customs",cultures
tel_aruhn,,"Tel Aruhn is an island settlement in Zafirbel Bay on Vvardenfell's Azura's Coast, serving as the seat of Archmagister Gothren, head of the Telvanni Council. The site was originally constructed by Aldmeri explorers in the middle Merethic Era. The tower and its surrounding village provide provisioning and magical goods, though it remains a quieter outpost compared to nearby Sadrith Mora. The settlement is most widely known for hosting the Festival Slave Market, the largest slave market on Vvardenfell. Situated west of Sadrith Mora and accessible via the surrounding waters or neighboring landmarks like Tel Fyr and Indoranyon, Tel Aruhn functions as a significant hub for both Telvanni governance and the regional slave trade.","traveler, scholar","An island settlement in Zafirbel Bay on Vvardenfell, Tel Aruhn is the seat of Archmagister Gothren, the head of House Telvanni. It is best known for the Festival Slave Market, the largest slave market on the island district, and lies west of Sadrith Mora.",common,"House Telvanni, Zafirbel Bay, Azura's Coast, Gothren, Festival Slave Market, island settlement, wizard tower, Sadrith Mora, Vvardenfell, slave trade, Telvanni Council",settlements
black_dart_gang,,"The Black Dart Gang is a band of lethal brigands inhabiting the sewers beneath Mournhold. Disguised as harmless beggars, they ambush explorers returning from ruins laden with loot. Their signature weapon is a poisoned dart so virulent that a single strike can kill within seconds; conventional wisdom holds that cure poison and dispel potions are essential for survival. The gang's deadly tactics have claimed numerous victims, including the warrior Variner, whose restless spirit now haunts the depths seeking to deliver a final message.",scholar,"The Black Dart Gang is a group of deadly bandits lurking in Mournhold's sewers. Disguised as beggars, they ambush explorers with highly toxic darts capable of killing almost instantly. Survivors and locals advise carrying cure poison and dispel potions, or fleeing on sight.","common, traveler","Mournhold, bandits, poison, darts, sewers, criminals, assassins, Variner",factions
four_corners,,"The Four Corners of the House of Troubles are the four Daedric Princes—Malacath, Mehrunes Dagon, Molag Bal, and Sheogorath—deemed adversarial to the Dunmer people by Tribunal Temple doctrine. Each Corner represents a specific existential threat: Malacath tests the Dunmer for weakness, Mehrunes Dagon embodies the destructive trials of Morrowind, Molag Bal seeks to corrupt Dunmer bloodlines, and Sheogorath threatens with madness. The Temple mandates periodic pilgrimages to shrines dedicated to these Princes to renew ancient pacts forged by Vivec. These observances require specific offerings and the recitation of Vivec's teachings at designated sites, including Sheogorad, Ald Sotha, Bal Ur, and the shrine of the Gambolpuddy.","priest, scholar","The Four Corners of the House of Troubles are the four Daedric Princes considered enemies of the Dunmer: Malacath, Mehrunes Dagon, Molag Bal, and Sheogorath. The Tribunal Temple requires pilgrimages to their shrines to renew pacts Vivec made with them.",common,"Tribunal Temple, Daedric Princes, Malacath, Mehrunes Dagon, Molag Bal, Sheogorath, House of Troubles, pilgrimage, Vivec, Dunmer religion",religion
hlaalu_councilors,"Hlaalu Council, Councilors of House Hlaalu","The ruling body of Great House Hlaalu, whose members are recorded in the Yellow Book of Great House Hlaalu. The councilors include Crassius Curio, an eccentric but open-minded figure residing in Vivec's Hlaalu Plaza; Dram Bero, whose current whereabouts are concealed; Yngling Half-Troll; and Velanda Omani and Nevena Ules, both of whom are closely aligned with Orvas Dren of the Dren Plantation. The council convenes in Balmora, the house's chief seat. Known for their mercantile acumen, the Hlaalu are widely regarded as sly and greedy, their traders adept at concealing truths behind careful words. Navigating the council's internal politics requires discerning the hidden loyalties and rivalries among its members.",scholar,"The ruling body of Great House Hlaalu. The councilors meet in Balmora and are officially listed in the Yellow Book of Great House Hlaalu along with their residences. The house is known for its sly, greedy merchants and hidden agendas.","common, traveler","Great House Hlaalu, Hlaalu Councilors, Crassius Curio, Dram Bero, Yngling Half-Troll, Nevena Ules, Velanda Omani, Orvas Dren, Yellow Book, Balmora, Vivec, Dren Plantation",factions
lost_prophecies,"lost prophecy, apographa prophecies, hidden prophecies","Lost prophecies are Nerevarine predictions once current among the Ashlanders but since faded from oral tradition. The wise women serve as the Velothi people's memory, yet mortality and time erode even their knowledge. Temple pilgrims and scholars recorded these prophecies in the Apographa—the hidden teachings preserved by the Dissident Priests at Holamayan. Two such texts, 'The Lost Prophecy' and 'The Seven Curses,' complement the widely known 'Stranger' and 'Seven Visions' prophecies still circulating among the Ashlanders. Some prophecies were forgotten; others hidden or deliberately lost. The written Apographa records thus safeguard what oral transmission cannot, offering insights into the riddles surrounding the Incarnate's coming that the Temple hierarchy has suppressed.","scholar, ashlander","Lost prophecies are Nerevarine predictions once known to the Ashlanders but since faded from their oral traditions. Temple scholars recorded these prophecies in the Apographa, the hidden teachings preserved by the Dissident Priests. Texts such as 'The Lost Prophecy' and 'The Seven Curses' survive in writing where mortal memory has failed.","common, traveler, ashlander","prophecy, Nerevarine, Ashlanders, Apographa, Dissident Priests, Holamayan, Temple, Velothi tradition, Seven Curses, incarnate",lore
ministry_of_truth,Baar Dau,"The Ministry of Truth is a celestial body suspended above the High Temple in Vivec City by Lord Vivec's power. Originally a moonlet from Oblivion called Baar Dau, Vivec famously halted its fall and froze it in place. Local legend warns that should the populace cease their worship, the moon will complete its descent and destroy the city. The Temple subsequently hollowed out the suspended rock, converting it into a prison and re-education center operated by the Ordinators for the correction of heretics. Accessible only by flight, its heavily guarded chambers confine religious dissidents and political criminals, serving as a stark symbol of the Tribunal's authority and the perilous cost of dissent.",scholar,"The Ministry of Truth is a moonlet from Oblivion, halted in its fall by Lord Vivec and suspended over the Temple in Vivec City. The Tribunal hollowed it out to serve as an Ordinator-run prison and re-education center for the correction of heretics.","common, traveler","Tribunal Temple, Vivec City, Baar Dau, Ordinators, prison, heresy, moonlet, re-education",factions
